0,1,2,3
55.283,47.386077,9.486806,50.144025
50.0,191.469056,15.45566,68.333333
93.232,124.052007,8.851257,24.653839
27.687,120.052429,4.000482,38.454967
68.82,34.5209,18.837525,42.80629
79.918,18.069348,12.852427,35.693471
92.369,51.052441,8.218733,30.674276
93.667,171.714106,4.87728,13.222719
73.333,182.213411,4.817871,25.17049
28.331,139.926753,11.489114,41.990883
50.0,145.036471,9.5353,40.0
7.991,45.977216,16.308688,50.358357
91.969,115.210691,1.549892,29.784412
50.0,162.125621,18.641336,55.267187
93.667,80.768674,14.957365,68.308631
28.009,197.687853,3.006333,26.758771
93.667,17.999763,18.884848,30.048193
69.077,64.188207,4.396351,48.559575
6.899,102.281788,13.361478,59.889172
27.969,12.121273,11.94699,40.934288
50.0,145.137585,3.571143,40.0
50.0,111.31115,0.124367,55.439661
50.0,105.87198,16.972673,72.608126
92.309,165.996486,16.825326,37.177427
50.0,171.751807,9.263526,40.0
50.0,157.805785,1.24989,40.0
93.667,63.566611,12.886434,55.577327
34.943,90.441491,3.831415,55.818306
78.976,150.445594,16.029435,41.34952
81.289,21.972341,11.754403,30.744626
74.177,21.948474,5.567414,24.092859
73.333,53.976733,20.175248,42.607589
28.014,104.927469,16.68028,61.873631
50.0,194.530215,19.514676,48.018356
50.0,142.081737,1.51356,40.0
79.185,62.371989,4.03762,36.670451
93.667,58.291426,16.215598,57.538745
28.333,170.071467,15.327727,67.989083
73.333,182.329485,17.093844,43.584188
50.0,127.855229,11.041875,53.286788
50.0,51.07406,9.36093,54.637262
73.363,17.733168,13.447217,45.907548
28.303,167.651118,18.826982,42.988034
84.856,116.943724,14.757536,52.869162
44.3,189.621747,11.519025,49.401727
65.413,12.205786,6.573939,32.481027
50.0,116.928261,15.48732,75.70858
73.335,57.021617,8.395439,40.144849
26.854,165.546435,12.48907,49.011064
73.724,38.197288,19.532941,38.674387
76.983,88.505992,18.544884,55.87093
93.348,78.682301,19.773568,44.24063
50.0,165.314796,20.658068,40.0
24.51,135.374219,17.939573,47.64639
7.434,41.520607,0.029872,23.268835
93.667,63.620945,0.067995,36.768421
28.319,26.762197,1.924314,27.107022
93.625,134.292578,5.736002,14.175797
73.333,114.198215,0.501571,37.221759
93.667,33.953413,9.329866,13.585059
28.105,29.531155,7.503429,26.866534
73.426,95.215944,11.909787,55.664525
28.006,181.620483,20.37572,26.755431
93.667,110.435005,6.566988,31.905775
6.694,6.587979,7.437865,13.245825
92.917,10.772585,18.908562,29.902073
93.667,161.012646,7.490523,13.222719
93.667,90.274971,3.038649,39.884135
27.987,76.529246,11.171577,55.821514
73.892,157.928741,18.846442,36.597067
27.56,72.857374,8.4549,49.378694
93.667,106.469987,15.3052,57.60429
50.0,142.331341,13.813892,66.823875
92.356,174.295304,9.908539,14.083613
22.06,65.737922,10.419595,43.19722
23.585,130.023605,20.89354,33.766398
28.269,194.96723,1.836946,27.050483
28.332,15.193472,6.156236,27.121474
93.667,117.403833,9.834161,28.707802
72.375,82.7773,12.926568,63.647739
50.0,61.827285,19.307951,68.757684
28.328,52.766808,10.320211,40.802757
93.667,151.753253,9.623206,13.823161
73.413,199.043196,16.416069,46.463909
73.519,37.314289,10.29403,32.518639
50.0,156.229054,18.938202,53.507458
73.865,39.159596,10.263264,35.150188
27.12,198.471795,10.958299,36.948824
18.027,160.452314,10.723474,31.524343
50.0,84.845342,5.048313,68.333333
28.249,145.772774,1.882149,27.028026
7.64,99.670717,1.482433,36.083645
50.0,161.798053,19.544601,47.628033
28.233,71.301787,5.129689,50.060119
93.667,14.648687,18.955107,29.609832
93.667,118.198291,15.658172,52.250799
73.333,182.037566,19.201886,37.052779
50.0,38.753187,20.636044,47.910551
73.348,86.473558,3.073164,48.409389
93.667,149.831946,8.665803,13.222719
73.964,7.836897,21.572382,24.375403
50.0,189.264998,14.185469,68.333333
93.159,152.734665,19.721015,20.619238
74.04,111.76411,10.609069,40.231955
7.675,36.768589,0.310048,16.530173
70.406,99.589763,13.703368,62.45581
21.309,103.56912,5.084098,35.564061
27.974,198.848602,11.603547,43.137171
93.667,170.970337,15.949823,40.0
93.667,192.480788,13.363147,37.806147
50.0,135.788202,12.944062,60.984038
6.578,80.700278,9.535566,40.0
50.0,186.995817,5.371804,40.0
73.561,95.896909,9.437128,45.022311
93.667,46.358322,0.223904,27.707342
28.333,79.25805,13.394072,67.264235
50.0,141.015495,21.075454,40.0
28.288,111.711807,2.099824,39.213826
73.667,151.32614,0.782992,24.753023
92.711,199.096212,19.497172,24.339768
73.649,192.486281,5.43271,24.775509
50.0,107.013421,0.196131,57.361685
73.333,192.774026,17.928246,40.21782
39.634,23.125176,3.090988,35.426426
74.265,10.289659,19.357062,35.362567
28.231,60.869789,2.098289,43.930348
76.387,116.038367,7.756322,33.548722
28.25,106.19289,13.055252,58.898138
73.943,180.241619,12.873996,42.830776
71.774,108.110085,14.688999,58.944374
93.158,86.396122,14.256597,68.305333
28.333,108.533397,9.534119,40.602632
93.667,142.482961,3.074693,13.222719
92.955,3.334943,16.542449,38.136177
73.333,160.184176,5.319309,25.17049
73.48,28.501865,14.310105,48.266875
70.573,95.694895,18.862229,55.611909
63.918,51.367071,1.85615,47.403867
73.333,73.818338,21.385962,53.043578
68.431,132.352983,0.692119,33.772628
92.217,33.921763,18.3789,32.425929
93.605,55.756804,18.385694,48.27702
73.612,39.644359,1.096865,34.364267
50.0,39.014307,12.009497,58.134226
93.667,65.36793,20.749736,37.570388
50.0,176.067572,7.072408,40.0
73.515,94.220373,17.74227,57.267995
93.667,80.793874,13.230773,62.754545
93.667,35.846295,17.37165,36.613664
50.0,193.784999,17.582071,59.224168
50.0,81.491148,1.090425,68.333333
70.189,168.897479,6.23037,28.645489
7.069,123.065019,14.37605,68.190337
61.996,75.322216,10.772418,61.136095
57.612,175.43635,21.402749,36.764646
28.067,156.970485,16.466778,59.391079
93.667,92.990857,12.492505,56.547313
28.014,162.795385,6.577212,26.763804
7.378,179.688827,5.634415,13.289996
28.284,85.847709,19.504403,72.975434
22.162,66.865884,9.829619,41.06481
73.481,119.329421,17.95172,48.585849
43.514,180.398162,2.163421,37.275473
93.667,140.41329,18.911056,29.886601
50.0,75.49102,0.607838,68.333333
28.246,146.991185,19.781442,32.680211
93.339,190.820557,19.798581,19.046375
93.297,108.562623,11.530332,43.042743
73.454,108.021166,2.644389,39.231452
23.418,62.221928,3.91147,39.780905
27.932,14.246914,15.534367,49.755124
53.198,36.396093,18.289915,56.005046
73.333,18.597785,0.766344,25.17049
50.0,92.69785,16.672452,81.821288
73.336,1.866502,21.056468,25.166954
83.819,183.005182,7.543151,14.115505
28.106,128.548348,14.041362,71.385085
28.333,0.283812,7.546128,27.122605
41.306,6.077054,4.762371,36.254823
68.105,41.694045,17.296414,52.477134
73.592,90.993229,15.907979,70.495031
73.435,25.453207,6.134456,25.04378
6.828,1.729538,12.813491,35.755334
23.023,145.41592,9.262127,19.989297
93.667,70.823293,2.025512,40.0
6.365,156.089189,0.528601,13.224745
93.667,87.331328,10.805208,47.331552
91.931,87.310956,6.121874,40.0
50.0,9.842636,7.474658,40.0
73.341,9.92638,6.321691,25.161239
7.589,18.220035,3.759871,13.304278
73.345,118.807406,8.783793,37.197721
93.667,48.216811,15.348291,52.949083
50.0,168.27382,4.480882,40.0
73.333,171.442553,14.659183,48.425149
50.0,192.72244,9.747454,40.0
73.333,97.779957,9.532496,44.273015
73.427,44.06202,3.855268,36.806333
74.973,45.241728,4.250451,34.823588
73.957,107.357561,13.561269,56.32659
73.911,152.421942,5.918233,24.44244
93.667,69.51343,12.312914,56.922969
50.0,92.246352,20.785248,81.95565
93.387,127.864752,15.718376,46.36948
93.406,183.467208,14.942832,40.0
87.834,32.314515,21.106373,13.686909
50.0,143.127081,17.057355,61.464267
27.912,115.547775,13.369993,62.465762
73.337,86.659795,20.856052,53.037177
70.701,176.848557,1.312116,28.136637
26.399,78.610351,5.911672,48.135407
87.587,35.795031,21.706961,15.245545
28.333,126.666716,16.988548,57.657303
73.72,124.800111,10.457795,38.651933
73.333,65.588319,14.97979,65.892341
93.107,160.593063,9.172565,13.471186
79.004,199.895572,8.363282,16.492513
93.667,196.195632,4.691949,13.222719
93.529,25.407388,8.424636,13.231523
50.0,46.448029,0.652691,51.790759
79.818,4.726493,10.391063,19.716233
27.955,121.486522,7.334199,38.746796
24.848,22.161864,21.468586,22.76155
93.478,81.491902,12.219758,56.745452
73.333,176.815361,18.61868,37.772691
73.34,109.626555,8.977397,38.642062
93.667,73.800615,10.1644,41.670444
73.352,41.669197,18.178748,44.821347
73.386,88.188655,21.80647,52.959701
92.138,191.23923,11.526848,29.352893
93.667,24.805183,20.359612,13.837892
73.333,94.152649,16.258481,65.299087
25.181,171.379266,12.483461,49.831383
28.023,8.678094,21.313109,26.774502
93.667,138.325029,18.138987,33.187971
28.333,195.797093,21.111404,27.122605
68.339,56.65358,14.219613,61.2555
26.791,26.7561,8.350617,25.324475
93.667,137.055937,10.484643,20.307393
69.571,181.890911,20.061576,29.229302
50.0,122.173796,0.326785,50.102339
73.333,179.996559,3.447265,25.17049
28.333,38.68675,10.374493,36.877039
75.434,150.884916,11.945817,37.654972
50.0,69.252143,1.313203,67.413142
28.333,83.725083,14.476667,73.00879
73.333,31.143966,19.571977,35.683093
28.333,163.800117,2.411917,27.122605
92.343,124.984706,9.631009,23.941512
93.658,147.712084,6.165062,13.223246
88.106,161.022484,21.675419,13.660876
28.322,13.444532,13.392692,47.36468
57.755,190.158063,5.582483,36.699021
50.0,99.515402,2.917524,61.060445
93.667,151.029181,11.990108,32.036958
73.665,148.481014,18.211686,38.856281
93.667,166.225915,18.414138,32.292696
50.0,31.300369,18.33367,56.663632
50.0,91.461744,4.48174,66.913924
93.667,123.620099,11.977189,42.399498
28.333,186.436671,19.24874,41.72899
28.333,167.017647,2.662002,27.122605
50.0,179.084703,18.839717,54.147881
50.0,116.503705,19.795072,60.118852
91.9,116.549361,4.793033,29.138721
93.667,170.985188,1.69354,13.222719
50.0,6.97314,10.432734,44.196037
73.9,177.084019,18.370604,38.078072
50.0,81.546162,10.326657,69.388729
50.0,7.276406,9.102939,40.0
73.761,149.229589,11.060418,35.698251
73.455,30.965754,2.759679,25.018265
37.899,28.781666,2.910277,34.5023
50.0,121.191811,19.150458,58.383253
17.676,50.896169,13.264904,51.820618
93.667,64.830841,5.836638,37.363695
28.064,80.358184,19.025657,72.827912
28.333,81.274664,1.278408,50.161879
74.057,77.238228,10.070585,48.026401
50.0,121.960365,15.888612,73.51449
62.111,33.378145,7.457981,34.496645
50.0,37.618415,8.826837,43.594432
93.667,18.925774,11.593555,29.777609
93.667,64.637255,19.673186,42.683551
28.333,153.919386,17.123934,51.510237
93.616,46.8236,1.526087,28.04315
33.997,148.073094,6.13326,32.077143
73.607,138.563683,8.346136,24.828574
50.0,164.815643,19.022796,52.904294
93.667,165.59551,9.239128,13.518298
73.664,58.673587,5.277304,40.786445
93.667,61.873848,13.148399,56.101669
62.079,104.60596,10.546897,52.378563
80.537,65.059798,19.768045,41.472008
68.809,166.368502,20.563603,29.910106
73.333,162.058958,17.99351,39.968682
66.849,111.399652,15.595998,62.371289
73.887,52.592807,16.350853,55.389495
28.264,136.11324,19.793615,32.426755
28.333,46.730629,1.435276,39.26963
93.667,91.285073,7.390046,39.465507
28.283,76.913379,0.095372,50.110675
28.333,107.720288,18.218103,50.141867
59.642,198.340744,11.163578,45.071277
93.667,151.04408,8.055574,13.222719
73.986,196.09097,4.986074,24.347808
27.901,46.956528,11.766298,48.394427
50.0,105.711818,6.368667,57.95309
73.34,10.287211,1.50416,25.161785
93.667,151.375094,1.869356,13.222719
28.313,120.395953,1.503468,39.233102
93.667,171.433742,9.015963,13.368095
73.617,197.655428,2.71439,24.816042
74.174,185.896894,9.746365,24.097966
28.225,81.902987,19.776674,72.936179
50.0,0.068292,7.780058,40.0
73.333,108.175665,2.643919,39.274402
28.333,41.546124,12.520443,48.947076
73.333,43.856718,19.25072,44.573941
50.0,65.161253,7.668649,63.219783
50.0,19.189883,0.922262,40.0
73.333,149.506732,3.131474,25.17049
22.827,149.701791,1.685042,19.674427
37.223,108.659887,16.291585,72.882819
73.383,67.626463,10.043553,46.997032
27.897,166.466732,14.701485,67.998156
93.667,110.514436,15.383414,55.79483
93.667,191.508623,12.569859,34.758546
72.902,178.566664,13.831254,48.116996
50.0,71.300723,19.310806,85.080623
72.108,109.280379,14.571738,58.355998
6.657,69.33635,19.259099,66.220445
93.667,124.560558,10.285374,28.369466
93.667,159.324937,3.109393,13.222719
93.286,149.17498,1.498958,13.247127
27.916,25.107246,15.713333,49.739193
50.0,164.478801,6.775693,40.0
28.333,5.0301,14.765607,50.161879
50.0,82.885776,14.353258,87.0
66.087,146.281494,11.683074,45.058783
25.371,156.2748,15.732355,68.049062
28.262,73.457183,11.105834,55.86326
69.507,148.973571,10.735986,37.258383
27.878,178.453438,10.952443,37.410095
73.333,48.520677,20.591462,41.248288
54.684,25.919395,8.564197,38.061461
78.981,45.013576,2.577194,28.639873
80.163,70.002784,5.289318,40.0
50.0,57.416923,15.067987,80.681029
28.333,185.497601,18.46358,43.512103
50.0,10.262751,21.343182,40.0
68.38,118.533351,4.733731,43.295984
73.333,32.57978,16.727554,45.171252
73.729,167.681154,12.850263,42.950419
50.0,33.512186,8.864935,40.0
93.667,100.440123,11.220887,45.056469
86.43,199.865896,10.904173,24.546474
93.056,71.08143,14.330104,68.304672
50.0,9.415542,16.361535,65.544801
70.253,42.732117,6.642976,40.642672
28.23,79.567825,1.971463,50.056699
51.976,66.733636,18.171241,77.593497
93.096,45.920506,8.570914,27.383039
50.0,187.224036,17.056707,61.467412
6.797,136.637757,3.94612,13.252436
23.11,192.422759,2.405947,20.131265
23.711,87.594636,19.913483,70.122509
34.281,188.067331,19.279722,43.696878
50.0,1.166865,21.995436,40.0
50.0,122.061406,19.013603,58.727402
73.35,160.215151,0.811305,25.150385
92.454,46.596307,11.983014,45.011998
73.333,186.493735,21.947556,25.17049
93.667,152.652555,11.242179,27.361347
50.0,165.289908,19.217268,51.277452
93.667,114.692718,1.544872,30.025072
28.02,158.516333,21.725852,26.771371
74.572,65.808239,20.299695,48.191139
55.98,44.692395,12.41374,60.63751
74.152,62.477268,9.492165,42.603729
78.736,116.904696,7.43258,30.576693
50.0,165.982828,15.855915,68.333333
23.261,58.092498,0.300422,37.269828
50.0,80.510878,8.229324,68.330497
55.193,172.41146,20.299075,37.732602
93.667,122.94791,12.022552,42.961076
73.415,198.237558,10.425511,31.026408
93.17,40.739775,10.923821,35.412148
74.479,165.441817,6.797364,23.686036
50.0,135.172324,20.918426,40.0
73.336,49.789894,21.603852,41.24459
74.082,95.157125,11.298388,52.023074
93.667,79.815045,21.836976,40.0
28.148,119.88765,10.028561,39.171133
73.338,160.104553,9.372899,25.165242
73.59,21.013754,4.690725,24.850003
73.34,164.288439,4.251489,25.16219
92.675,168.217266,18.320593,32.64158
58.012,70.901249,15.986016,82.452007
93.333,86.013893,11.654405,53.323005
50.0,114.447844,18.239776,64.107865
28.333,140.164946,11.261237,40.134644
28.071,148.493951,12.143161,46.394246
87.812,151.57683,4.692268,13.688962
50.0,77.825753,12.932054,82.112431
6.417,85.860497,3.140791,40.0
62.715,191.268932,1.148918,34.152204
67.066,114.594273,15.032774,62.143765
28.223,169.944411,13.388309,57.285189
93.607,55.269063,4.832431,32.883648
28.013,124.464723,8.938159,38.600531
93.19,117.672337,13.857975,52.000597
50.0,192.693693,12.216768,56.728248
92.55,17.180539,2.806739,13.294599
23.022,100.099778,3.722363,39.154626
55.246,104.317935,0.021987,55.701759
28.333,18.0332,9.199574,27.122605
56.253,180.933296,10.746685,43.748555
75.694,176.877788,3.517115,21.969847
73.333,87.797933,14.670449,71.921261
73.574,156.344523,0.394248,24.869225
73.614,29.693005,2.632858,24.819807
73.647,123.963185,20.946757,40.746162
74.955,52.124736,21.468787,39.385845
73.525,89.131242,0.68012,48.218118
93.667,168.799902,10.865401,24.190485
50.0,39.240984,18.979887,55.741506
83.164,60.770325,5.343276,34.978772
28.04,96.658914,18.353944,60.435096
28.087,67.562409,17.899006,66.338383
67.786,159.697166,13.837408,53.023691
73.38,197.497515,0.04924,25.111972
73.345,31.809511,8.353927,25.15546
73.828,47.375957,19.896925,40.406705
92.682,140.447327,14.967737,40.0
73.504,75.094333,8.334109,48.240777
73.829,194.740981,13.903004,47.445505
73.682,194.461111,5.351929,24.733502
93.667,128.73961,12.571088,40.782163
92.888,172.019775,21.598033,13.272735
27.941,80.37668,18.693004,72.746452
50.0,126.38616,6.235772,47.429991
68.982,197.047328,15.014069,52.737076
73.333,111.895481,7.87874,37.745104
93.667,186.718383,21.712389,13.222719
27.901,144.068641,1.847699,26.635609
58.711,96.807703,5.506729,56.535425
28.333,127.806219,17.849626,50.115146
93.667,177.527373,1.857308,13.222719
73.624,39.74735,11.687587,42.543539
73.333,79.073255,17.613706,60.399365
73.558,198.43506,16.254111,47.03847
65.652,80.470323,3.116586,55.596151
73.643,131.771296,9.633674,30.093322
50.0,180.269625,7.708368,40.0
87.511,199.076355,10.526945,20.769942
73.333,130.632656,12.922875,46.311633
93.667,21.687286,3.207725,13.222719
27.989,7.222806,19.917273,29.081822
28.013,123.618248,14.084273,72.793518
50.0,113.428872,3.584671,54.495901
28.333,192.392932,12.450033,48.064721
63.501,149.221094,20.495555,33.692379
50.0,132.50322,17.228241,61.457183
73.867,104.662664,15.085117,59.54606
92.658,51.978856,10.256824,33.183133
73.455,192.398753,5.726998,25.019081
86.303,108.040808,12.5239,49.920149
93.667,6.054033,5.472955,13.222719
93.667,139.262893,7.024635,13.222719
6.834,103.943232,20.037649,51.515488
26.337,11.806111,19.474841,35.830645
69.005,178.007247,17.480967,45.888623
28.333,66.040449,20.367816,63.171878
50.0,45.94024,3.934479,51.432019
73.333,22.789728,11.385905,37.49539
93.667,62.184543,13.794117,59.774909
61.62,45.686464,20.090012,51.953576
67.661,130.399433,14.607302,56.27279
74.123,13.232025,8.562242,24.165454
93.55,55.086276,16.280167,55.71736
73.333,56.364048,17.987967,49.722573
72.77,176.013252,13.207585,45.45918
23.299,88.866072,1.869935,44.506147
72.547,151.182824,20.291876,26.12129
27.912,120.659275,1.179152,38.718881
28.333,156.653187,11.594549,43.027283
93.078,22.786128,2.614772,13.26048
50.0,195.712777,8.363146,40.0
73.428,169.719335,17.882316,40.302456
76.626,10.1293,5.37011,20.554969
58.302,93.240367,19.457299,68.424161
74.018,65.130655,15.678229,65.013784
73.965,126.041025,8.319266,35.290799
69.404,46.059833,5.476231,42.081169
69.471,115.976995,5.562782,41.998864
50.0,120.631264,16.879359,67.797677
22.531,119.975819,1.096961,31.304096
69.057,89.685576,15.076348,74.809043
73.59,7.084692,13.646119,46.552498
29.201,102.762967,16.427062,66.049261
26.545,81.546032,21.499624,71.8431
93.667,21.609207,8.446097,13.222719
73.534,91.975126,5.724523,47.142014
93.667,90.176551,19.30433,50.343872
74.02,110.228067,17.734112,49.978215
92.62,161.080863,10.144664,16.15719
73.937,140.170015,2.001157,24.410117
91.943,174.447101,12.413914,34.078675
75.505,10.43843,4.122424,22.248254
50.0,43.936262,11.697171,59.924102
7.205,91.928402,7.810733,39.200609
93.368,191.706719,6.925237,13.24185
93.667,158.009071,15.988312,40.0
48.856,90.374922,11.347003,72.091323
74.111,66.685637,17.394188,58.372215
50.0,11.819063,4.498837,40.0
92.386,148.181061,14.918334,40.0
92.606,101.358905,1.154682,35.445769
28.291,39.985083,17.625792,46.949626
93.667,85.43871,14.92851,68.308631
93.667,33.738056,20.812197,13.481514
73.333,150.338918,2.014279,25.17049
93.667,73.670168,19.985644,40.297045
73.362,188.363559,11.218967,36.681651
23.689,3.434508,13.527878,42.953963
27.43,165.811182,6.953566,26.095331
67.858,125.318195,1.704725,40.90511
74.726,107.749303,18.713509,47.906076
93.667,130.101527,3.179592,19.228462
82.907,145.325906,8.150687,14.223458
50.76,18.897713,13.692612,65.316105
73.333,175.514787,21.946142,25.17049
25.194,2.872429,11.381571,35.841657
28.088,58.860525,21.791247,52.492834
28.332,35.982976,4.983758,29.32027
74.902,185.258854,8.756114,23.106457
73.333,13.636087,15.324511,48.425149
6.802,116.218646,1.422097,29.298988
50.0,127.430245,16.448555,67.762402
28.325,130.253853,9.248809,33.890604
27.907,172.924403,17.848983,46.521892
93.667,11.190506,8.351316,13.222719
73.333,163.371035,7.019492,25.17049
93.667,105.784493,21.693123,33.821216
79.199,138.870112,15.79998,41.157552
50.0,42.480979,9.090034,48.68256
93.667,108.655989,2.169865,32.656907
93.667,140.504054,16.160301,39.444753
93.667,191.286911,14.020738,40.0
27.969,88.908433,1.624521,49.792018
93.667,17.079566,2.65118,13.222719
73.361,11.46803,21.595117,25.136116
93.667,125.890097,10.929587,35.792738
73.445,159.235813,0.4931,25.030966
73.392,138.238267,1.184294,25.097224
92.074,69.061572,3.099224,39.507003
28.022,189.363333,19.656435,35.114485
73.333,104.038064,10.248042,42.423665
93.667,190.762605,12.338848,33.739983
73.333,14.719127,10.87804,35.884969
93.667,41.40639,1.491281,23.137884
93.289,155.005563,19.748224,20.088903
72.388,182.837564,6.348437,26.304607
26.298,156.51013,5.91903,24.708101
73.886,59.106839,13.072272,55.364377
28.333,30.369144,10.469339,33.106461
72.523,169.582104,8.102843,26.149653
73.812,156.970918,14.423444,47.905709
91.617,54.1663,20.640409,32.326013
93.667,45.562141,13.649354,49.908553
93.667,64.204643,6.222482,37.052452
77.444,165.912361,4.513988,19.233471
67.734,164.436439,9.66095,30.794707
93.667,114.13657,0.599505,30.283286
72.496,114.365927,19.276055,45.276908
50.0,57.203654,13.422029,75.460112
6.624,139.826712,4.479032,13.24132
93.667,159.251589,11.43817,28.771821
50.0,88.317811,1.184135,68.333333
93.667,89.243122,18.968123,53.301044
50.0,93.132482,9.744563,65.098692
73.333,55.807837,12.056201,49.780266
73.472,135.075064,12.470938,41.645907
6.349,180.732905,14.96869,68.308533
73.371,181.70518,8.170329,25.123841
50.0,149.439389,1.721032,40.0
28.252,52.102301,10.039716,39.353443
73.333,137.927568,1.052564,25.17049
50.0,26.366133,16.241654,66.405543
50.0,24.700166,0.836034,40.0
7.034,38.180571,20.993375,25.13913
50.0,29.14642,16.332191,65.751541
27.501,117.008723,20.62389,47.541865
28.333,14.672338,11.294008,39.130229
73.519,164.465244,5.299906,24.938949
51.09,144.580595,5.719236,39.552013
73.333,185.171608,16.697432,45.302394
66.112,98.52772,21.853541,57.626424
73.333,130.97658,7.847526,31.508218
50.0,178.024696,16.562873,64.207297
71.404,107.705115,2.421067,41.210712
50.0,56.441033,13.134995,72.863152
73.373,195.191504,9.473094,25.121351
92.226,7.285103,16.075796,39.732898
93.667,65.248915,5.745876,37.574467
36.374,194.602725,2.085769,33.61696
28.161,73.006525,9.921197,49.987367
73.333,61.829924,14.081639,62.293924
73.568,24.182477,2.904854,24.877849
50.0,183.153141,9.962093,40.0
50.0,27.095641,14.348391,68.333333
93.667,66.423578,18.193963,55.007263
27.908,179.495978,6.777692,26.644474
28.333,99.929756,8.851999,44.790141
50.0,123.057648,19.453089,55.886268
28.293,116.626594,15.412749,72.981782
73.405,139.650785,5.32119,25.081028
50.0,5.866469,16.7163,63.274687
28.333,105.576538,6.400366,41.973819
93.667,6.414569,6.103652,13.222719
91.035,165.428465,0.134372,13.406072
93.617,67.997241,8.243645,38.96535
28.21,169.342192,9.612521,26.984555
93.667,49.213913,6.694566,29.605214
93.667,116.29825,6.398927,29.260338
93.667,187.535376,5.335359,13.222719
93.667,9.557458,20.607039,13.633754
93.361,10.795532,18.924185,29.804794
61.052,4.123607,8.739022,35.068292
13.465,136.295703,10.54722,28.274381
73.91,119.725705,12.429914,49.594712
28.333,22.806007,10.771627,36.150897
24.636,159.24907,5.935856,22.455091
93.268,123.570117,21.774283,25.005453
47.634,14.042705,4.040865,39.032241
39.334,13.855795,18.956448,48.533451
49.909,27.201478,0.717917,39.962046
73.333,157.778264,7.303076,25.17049
71.814,18.479692,16.472434,47.848638
23.652,47.573758,14.176062,54.611901
93.667,48.729583,3.723235,29.306696
50.0,20.964443,20.948512,40.0
93.401,171.670552,11.951945,31.837121
50.0,139.639953,5.531096,40.0
63.661,146.748427,12.728591,50.922496
6.572,130.106125,20.140485,26.953351
22.402,103.254113,19.703124,51.935824
73.839,65.277627,10.615146,48.108942
49.453,132.355239,9.74028,42.555892
93.667,23.513097,6.858609,13.222719
28.333,29.563483,1.216903,27.122605
93.667,3.952933,16.583419,38.00435
73.333,192.858346,2.902845,25.17049
68.687,194.07458,7.830287,30.013619
93.667,24.772101,8.709161,13.222719
50.0,93.482005,19.481467,77.87009
50.0,131.338801,0.46727,43.56987
50.0,58.037113,18.569776,67.333464
77.582,150.907328,6.337554,19.006787
92.154,111.62361,5.507543,31.396429
6.835,85.558519,10.744352,46.84059
6.656,53.438811,16.038795,55.785545
50.0,150.747215,4.457554,40.0
27.935,179.675265,4.758077,26.675097
73.333,145.688807,21.479359,25.17049
73.339,81.366027,13.051187,63.912769
6.803,187.663168,6.696879,13.252844
28.103,51.085491,21.289463,47.951355
93.667,106.632648,19.711336,37.832021
74.485,190.950974,4.18056,23.677419
50.0,53.549507,0.039585,55.995351
92.712,50.016924,15.658803,54.037476
26.718,185.534544,19.089989,42.785143
75.786,13.71647,2.602774,21.834791
73.583,59.880077,0.858505,41.581364
73.333,118.316707,13.16028,53.26041
27.36,40.659829,13.294897,50.83524
73.333,127.17664,11.361513,42.461986
61.48,159.674052,0.165163,34.839596
